id,question,slug,category,tags,clobTokenIds,outcomes,outcomePrices,conditionId,active,closed,volumeNum,volume24hr,liquidity,liquidityNum,endDate,orderPriceMinTickSize,orderMinSize,resolutionSource,acceptingOrders,openInterest,createdAt,updatedAt,event_id,event_title,event_slug,event_description
601697,Fed decreases interest rates by 50+ bps after January 2026 meeting?,fed-decreases-interest-rates-by-50-bps-after-january-2026-meeting,,,"[""11862165566757345985240476164489718219056735011698825377388402888080786399275"", ""71478852790279095447182996049071040792010759617668969799049179229104800573786""]","[""Yes"", ""No""]","[""0.0015"", ""0.9985""]",0x17815081230e3b9c78b098162c33b1ffa68c4ec29c123d3d14989599e0c2e113,True,False,182907243.22137,3369261.4958880064,7577734.19916,7577734.19916,2026-01-28T00:00:00Z,0.001,5,,True,,2025-09-17T16:22:35.837625Z,2026-01-23T12:46:39.390917Z,183029,"Bitcoin Up or Down - January 24, 7:30AM-7:45AM ET",btc-updown-15m-1769257800,"This market will resolve to ""Up"" if the Bitcoin price at the end of the time range specified in the title is greater than or equal to the price at the beginning of that range. Otherwise, it will resolve to ""Down"".
The resolution source for this market is information from Chainlink, specifically the BTC/USD data stream available at https://data.chain.link/streams/btc-usd.
Please note that this market is about the price according to Chainlink data stream BTC/USD, not according to other sources or spot markets."
601700,Fed increases interest rates by 25+ bps after January 2026 meeting?,fed-increases-interest-rates-by-25-bps-after-january-2026-meeting,,,"[""16419649354067298412736919830777830730026677464626899811394461690794060330642"", ""42139849929574046088630785796780813725435914859433767469767950066058132350666""]","[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",0x7c6c69d91b21cbbea08a13d0ad51c0e96a956045aaadc77bce507c6b0475b66e,True,False,167514619.147747,992062.52,8118381.23782,8118381.23782,2026-01-28T00:00:00Z,0.001,5,,True,,2025-09-17T16:22:39.874792Z,2026-01-23T12:46:41.312634Z,183029,"Bitcoin Up or Down - January 24, 7:30AM-7:45AM ET",btc-updown-15m-1769257800,"This market will resolve to ""Up"" if the Bitcoin price at the end of the time range specified in the title is greater than or equal to the price at the beginning of that range. Otherwise, it will resolve to ""Down"".
The resolution source for this market is information from Chainlink, specifically the BTC/USD data stream available at https://data.chain.link/streams/btc-usd.
Please note that this market is about the price according to Chainlink data stream BTC/USD, not according to other sources or spot markets."
601699,No change in Fed interest rates after January 2026 meeting?,no-change-in-fed-interest-rates-after-january-2026-meeting,,,"[""112838095111461683880944516726938163688341306245473734071798778736646352193304"", ""7321318078891059430231591636389479745928915782241484131001985601124919020061""]","[""Yes"", ""No""]","[""0.9845"", ""0.0155""]",0xe93c89c41d1bb08d3bb40066d8565df301a696563b2542256e6e8bbbb1ec490d,True,False,54182369.687203,2371189.5498240027,1460780.06498,1460780.06498,2026-01-28T00:00:00Z,0.001,5,,True,,2025-09-17T16:22:38.693526Z,2026-01-23T12:46:44.880147Z,183029,"Bitcoin Up or Down - January 24, 7:30AM-7:45AM ET",btc-updown-15m-1769257800,"This market will resolve to ""Up"" if the Bitcoin price at the end of the time range specified in the title is greater than or equal to the price at the beginning of that range. Otherwise, it will resolve to ""Down"".
The resolution source for this market is information from Chainlink, specifically the BTC/USD data stream available at https://data.chain.link/streams/btc-usd.
Please note that this market is about the price according to Chainlink data stream BTC/USD, not according to other sources or spot markets."
601698,Fed decreases interest rates by 25 bps after January 2026 meeting?,fed-decreases-interest-rates-by-25-bps-after-january-2026-meeting,,,"[""92703761682322480664976766247614127878023988651992837287050266308961660624165"", ""48193521645113703700467246669338225849301704920590102230072263970163239985027""]","[""Yes"", ""No""]","[""0.0135"", ""0.9865""]",0x35cc41270f5cdfd59b45e68ab85dc51b0b900d286a6c74ea006b8572d9ff5934,True,False,53588079.359245,2941914.449229997,1638499.70465,1638499.70465,2026-01-28T00:00:00Z,0.001,5,,True,,2025-09-17T16:22:37.437037Z,2026-01-23T12:46:46.468722Z,183029,"Bitcoin Up or Down - January 24, 7:30AM-7:45AM ET",btc-updown-15m-1769257800,"This market will resolve to ""Up"" if the Bitcoin price at the end of the time range specified in the title is greater than or equal to the price at the beginning of that range. Otherwise, it will resolve to ""Down"".
The resolution source for this market is information from Chainlink, specifically the BTC/USD data stream available at https://data.chain.link/streams/btc-usd.
Please note that this market is about the price according to Chainlink data stream BTC/USD, not according to other sources or spot markets."
1106713,Khamenei out as Supreme Leader of Iran by January 31?,khamenei-out-as-supreme-leader-of-iran-by-january-31,,,"[""101434403359553929764780234916919166959889590658679054429843672204390513588056"", ""62595435619678438799673612599999067112702849851098967060818869994133628780778""]","[""Yes"", ""No""]","[""0.055"", ""0.945""]",0xa8b744720006da3c08b4dc8a61a5ce930542f550fcf8d27380ae898de636799d,True,False,39774259.426967,641693.6146180006,714547.2526,714547.2526,2026-01-31T00:00:00Z,0.01,5,,True,,2026-01-04T18:56:17.032325Z,2026-01-23T12:44:51.31342Z,183029,"Bitcoin Up or Down - January 24, 7:30AM-7:45AM ET",btc-updown-15m-1769257800,"This market will resolve to ""Up"" if the Bitcoin price at the end of the time range specified in the title is greater than or equal to the price at the beginning of that range. Otherwise, it will resolve to ""Down"".
The resolution source for this market is information from Chainlink, specifically the BTC/USD data stream available at https://data.chain.link/streams/btc-usd.
Please note that this market is about the price according to Chainlink data stream BTC/USD, not according to other sources or spot markets."
566203,Will Leeds win the 2025–26 English Premier League?,will-leeds-win-the-202526-english-premier-league,,,"[""76060545169704703774306339799160632690199220587187333652682231353030966296372"", ""79742853692640441630014447218057231927327132180925275737649345065452061252209""]","[""Yes"", ""No""]","[""0.0015"", ""0.9985""]",0xa4ff70673e8d6f76261400c0ffd9d7970bf6d8aec5f8f44b20434e59e3e3141e,True,False,33660066.375948,103482.341,930700.05815,930700.05815,2026-05-27T00:00:00Z,0.001,5,,True,,2025-07-21T21:13:08.347001Z,2026-01-23T12:44:46.730064Z,183029,"Bitcoin Up or Down - January 24, 7:30AM-7:45AM ET",btc-updown-15m-1769257800,"This market will resolve to ""Up"" if the Bitcoin price at the end of the time range specified in the title is greater than or equal to the price at the beginning of that range. Otherwise, it will resolve to ""Down"".
The resolution source for this market is information from Chainlink, specifically the BTC/USD data stream available at https://data.chain.link/streams/btc-usd.
Please note that this market is about the price according to Chainlink data stream BTC/USD, not according to other sources or spot markets."
559687,Will Oprah Winfrey win the 2028 Democratic presidential nomination?,will-oprah-winfrey-win-the-2028-democratic-presidential-nomination,,,"[""2213957649161627793381994368131485505647723208738124952452819345058597751695"", ""44046525152074436753629616217525652949736205933417533647338274649282385796755""]","[""Yes"", ""No""]","[""0.0065"", ""0.9935""]",0xe06a7e94cf2fa8dc2085b7610fe16e9be1cde6654f34d365c13da1149b276c61,True,False,30142290.063738,486303.57542799995,1333055.36227,1333055.36227,2028-11-07T00:00:00Z,0.001,5,,True,,2025-07-03T20:37:23.883364Z,2026-01-23T12:45:01.51788Z,183029,"Bitcoin Up or Down - January 24, 7:30AM-7:45AM ET",btc-updown-15m-1769257800,"This market will resolve to ""Up"" if the Bitcoin price at the end of the time range specified in the title is greater than or equal to the price at the beginning of that range. Otherwise, it will resolve to ""Down"".
The resolution source for this market is information from Chainlink, specifically the BTC/USD data stream available at https://data.chain.link/streams/btc-usd.
Please note that this market is about the price according to Chainlink data stream BTC/USD, not according to other sources or spot markets."
559684,Will Chelsea Clinton win the 2028 Democratic presidential nomination?,will-chelsea-clinton-win-the-2028-democratic-presidential-nomination,,,"[""46211769122513729244602558513001215391004042100934296321661285791281233261657"", ""76057920052421891902791411567177996435483774677774664174053982044923692373687""]","[""Yes"", ""No""]","[""0.0065"", ""0.9935""]",0xf2e51acfbb6d0414dc2ace81b7dc2af7c165e443dcb91f6caa7aab6d6ab4f06d,True,False,28581637.24748,586757.9913319999,763675.22007,763675.22007,2028-11-07T00:00:00Z,0.001,5,,True,,2025-07-03T20:37:22.130557Z,2026-01-23T12:44:38.081675Z,183029,"Bitcoin Up or Down - January 24, 7:30AM-7:45AM ET",btc-updown-15m-1769257800,"This market will resolve to ""Up"" if the Bitcoin price at the end of the time range specified in the title is greater than or equal to the price at the beginning of that range. Otherwise, it will resolve to ""Down"".
The resolution source for this market is information from Chainlink, specifically the BTC/USD data stream available at https://data.chain.link/streams/btc-usd.
Please note that this market is about the price according to Chainlink data stream BTC/USD, not according to other sources or spot markets."
559688,Will Andrew Yang win the 2028 Democratic presidential nomination?,will-andrew-yang-win-the-2028-democratic-presidential-nomination,,,"[""102504892414163237174864879683522880588750452841477290216845150938663289742135"", ""21234886083000978203440582985665409733123024063268807484684316771005736994028""]","[""Yes"", ""No""]","[""0.006"", ""0.994""]",0x450810ae738a0ff820d3248f2b24937f63fb8c8cf422ed2a915125adb4d9d3c8,True,False,28307192.370127,182624.634199,274795.71541,274795.71541,2028-11-07T00:00:00Z,0.001,5,,True,,2025-07-03T20:37:24.380612Z,2026-01-23T12:44:35.225182Z,183029,"Bitcoin Up or Down - January 24, 7:30AM-7:45AM ET",btc-updown-15m-1769257800,"This market will resolve to ""Up"" if the Bitcoin price at the end of the time range specified in the title is greater than or equal to the price at the beginning of that range. Otherwise, it will resolve to ""Down"".
The resolution source for this market is information from Chainlink, specifically the BTC/USD data stream available at https://data.chain.link/streams/btc-usd.
Please note that this market is about the price according to Chainlink data stream BTC/USD, not according to other sources or spot markets."
553874,Will the Memphis Grizzlies win the 2026 NBA Finals?,will-the-memphis-grizzlies-win-the-2026-nba-finals,,,"[""14471701768196830630634668680091812585489580903183764961933738527738578243643"", ""24880818617132598688829402716541764724600685149042631991938921403533284241164""]","[""Yes"", ""No""]","[""0.0045"", ""0.9955""]",0xc094fd60c0a09ba0df48a086ef91e12390fa8777fcd9cb63c154e9622cb1d497,True,False,27670393.421027,100629.84199999999,638566.51974,638566.51974,2026-07-01T00:00:00Z,0.001,5,,True,,2025-06-19T18:23:36.929001Z,2026-01-23T12:44:36.857855Z,183029,"Bitcoin Up or Down - January 24, 7:30AM-7:45AM ET",btc-updown-15m-1769257800,"This market will resolve to ""Up"" if the Bitcoin price at the end of the time range specified in the title is greater than or equal to the price at the beginning of that range. Otherwise, it will resolve to ""Down"".
The resolution source for this market is information from Chainlink, specifically the BTC/USD data stream available at https://data.chain.link/streams/btc-usd.
Please note that this market is about the price according to Chainlink data stream BTC/USD, not according to other sources or spot markets."
559685,Will MrBeast win the 2028 Democratic presidential nomination?,will-mrbeast-win-the-2028-democratic-presidential-nomination,,,"[""51035537065442638321333063915918274102446051033989435618245745345113522914516"", ""93910251767329056141706007839545721784238465183449597462421810827705938093892""]","[""Yes"", ""No""]","[""0.0055"", ""0.9945""]",0xc44edcfdedb422bae8ff1803e2178d1ee025fc41efd81400ccbede709e018841,True,False,25151781.418669,70274.1064,814922.24963,814922.24963,2028-11-07T00:00:00Z,0.001,5,,True,,2025-07-03T20:37:22.639481Z,2026-01-23T12:44:37.728194Z,183029,"Bitcoin Up or Down - January 24, 7:30AM-7:45AM ET",btc-updown-15m-1769257800,"This market will resolve to ""Up"" if the Bitcoin price at the end of the time range specified in the title is greater than or equal to the price at the beginning of that range. Otherwise, it will resolve to ""Down"".
The resolution source for this market is information from Chainlink, specifically the BTC/USD data stream available at https://data.chain.link/streams/btc-usd.
Please note that this market is about the price according to Chainlink data stream BTC/USD, not according to other sources or spot markets."
559681,Will LeBron James win the 2028 Democratic presidential nomination?,will-lebron-james-win-the-2028-democratic-presidential-nomination,,,"[""100561779829530520068956424581003844045516012444425572625523659025114550346085"", ""46254744034025107660239982269249567113656697231872036621777316158933638064598""]","[""Yes"", ""No""]","[""0.0085"", ""0.9915""]",0x8b203037c7c0e21b500314f8398d2a8ea294b7ce1f4f9185f426425a3505bc45,True,False,24857210.796536,219915.88098399996,982817.74195,982817.74195,2028-11-07T00:00:00Z,0.001,5,,True,,2025-07-03T20:37:20.29482Z,2026-01-23T12:44:34.525299Z,183029,"Bitcoin Up or Down - January 24, 7:30AM-7:45AM ET",btc-updown-15m-1769257800,"This market will resolve to ""Up"" if the Bitcoin price at the end of the time range specified in the title is greater than or equal to the price at the beginning of that range. Otherwise, it will resolve to ""Down"".
The resolution source for this market is information from Chainlink, specifically the BTC/USD data stream available at https://data.chain.link/streams/btc-usd.
Please note that this market is about the price according to Chainlink data stream BTC/USD, not according to other sources or spot markets."
559680,Will Phil Murphy win the 2028 Democratic presidential nomination?,will-phil-murphy-win-the-2028-democratic-presidential-nomination-611,,,"[""81633484456710374417231462107666791993850637546563366185897100962157481970040"", ""114507466536734360808195115190160357255467689128176113085692265197019898971527""]","[""Yes"", ""No""]","[""0.0065"", ""0.9935""]",0x29283b56d3eec6d1d89fff51793d9d2e01579d2379b1d3e9ebda175d3561e809,True,False,24844733.131319,54624.276145,991693.73913,991693.73913,2028-11-07T00:00:00Z,0.001,5,,True,,2025-07-03T20:37:19.607432Z,2026-01-23T12:44:40.71445Z,183029,"Bitcoin Up or Down - January 24, 7:30AM-7:45AM ET",btc-updown-15m-1769257800,"This market will resolve to ""Up"" if the Bitcoin price at the end of the time range specified in the title is greater than or equal to the price at the beginning of that range. Otherwise, it will resolve to ""Down"".
The resolution source for this market is information from Chainlink, specifically the BTC/USD data stream available at https://data.chain.link/streams/btc-usd.
Please note that this market is about the price according to Chainlink data stream BTC/USD, not according to other sources or spot markets."
997488,Will Trump acquire Greenland before 2027?,will-trump-acquire-greenland-before-2027,,,"[""5161623255678193352839985156330393796378434470119114669671615782853260939535"", ""57216272564529548464686463691236811991956032201293786790337952253964682584376""]","[""Yes"", ""No""]","[""0.135"", ""0.865""]",0xd595eb9b81885ff018738300c79047e3ec89e87294424f57a29a7fa9162bf116,True,False,24691632.046879,714737.6609780007,953752.7866,953752.7866,2026-12-31T00:00:00Z,0.01,5,,True,,2025-12-22T23:51:41.399388Z,2026-01-23T12:44:45.573511Z,183029,"Bitcoin Up or Down - January 24, 7:30AM-7:45AM ET",btc-updown-15m-1769257800,"This market will resolve to ""Up"" if the Bitcoin price at the end of the time range specified in the title is greater than or equal to the price at the beginning of that range. Otherwise, it will resolve to ""Down"".
The resolution source for this market is information from Chainlink, specifically the BTC/USD data stream available at https://data.chain.link/streams/btc-usd.
Please note that this market is about the price according to Chainlink data stream BTC/USD, not according to other sources or spot markets."
559683,Will George Clooney win the 2028 Democratic presidential nomination?,will-george-clooney-win-the-2028-democratic-presidential-nomination,,,"[""48218088132821386640274752564592889805082274744128282833036735027928992155024"", ""5645396948464928632054207670692862818297222862819597089648758232622731040046""]","[""Yes"", ""No""]","[""0.0055"", ""0.9945""]",0x822e61527476cabf98927e3aad385c5ecdae7086f945535f2c1fd9ae8dbfa46e,True,False,24266758.705399,44841.248865,941663.90495,941663.90495,2028-11-07T00:00:00Z,0.001,5,,True,,2025-07-03T20:37:21.627643Z,2026-01-23T12:44:47.253588Z,183029,"Bitcoin Up or Down - January 24, 7:30AM-7:45AM ET",btc-updown-15m-1769257800,"This market will resolve to ""Up"" if the Bitcoin price at the end of the time range specified in the title is greater than or equal to the price at the beginning of that range. Otherwise, it will resolve to ""Down"".
The resolution source for this market is information from Chainlink, specifically the BTC/USD data stream available at https://data.chain.link/streams/btc-usd.
Please note that this market is about the price according to Chainlink data stream BTC/USD, not according to other sources or spot markets."
559677,Will Hillary Clinton win the 2028 Democratic presidential nomination?,will-hillary-clinton-win-the-2028-democratic-presidential-nomination,,,"[""6349038249650226718426900942104344803413105653564595362433352811865798195800"", ""57931882677606943294773135604094039468334392354204920135953322654005083822055""]","[""Yes"", ""No""]","[""0.0055"", ""0.9945""]",0x663b88d3a8f2341bb8d878709dc78632bcaf7512e577bd15521e5d8ed933efbc,True,False,23660552.331577,170434.084664,682283.43015,682283.43015,2028-11-07T00:00:00Z,0.001,5,,True,,2025-07-03T20:37:17.804012Z,2026-01-23T12:45:05.350725Z,183029,"Bitcoin Up or Down - January 24, 7:30AM-7:45AM ET",btc-updown-15m-1769257800,"This market will resolve to ""Up"" if the Bitcoin price at the end of the time range specified in the title is greater than or equal to the price at the beginning of that range. Otherwise, it will resolve to ""Down"".
The resolution source for this market is information from Chainlink, specifically the BTC/USD data stream available at https://data.chain.link/streams/btc-usd.
Please note that this market is about the price according to Chainlink data stream BTC/USD, not according to other sources or spot markets."
572472,Will Trump nominate Bill Pulte as the next Fed chair?,will-trump-nominate-bill-pulte-as-the-next-fed-chair,,,"[""8707393418896465550537491004148945001566800949202710797124018851880453264457"", ""94510018566326311535078510027670826542694234094667353545772489266243635794064""]","[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",0xc82669901de7cb0be25c1d8de39fbbe8e2ddc0aacba0a30a663ed13c3b9eb06d,True,False,23344932.588131,6000,392107.06195,392107.06195,2026-12-31T00:00:00Z,0.001,5,,True,,2025-08-05T17:13:20.596895Z,2026-01-23T12:44:46.068656Z,183029,"Bitcoin Up or Down - January 24, 7:30AM-7:45AM ET",btc-updown-15m-1769257800,"This market will resolve to ""Up"" if the Bitcoin price at the end of the time range specified in the title is greater than or equal to the price at the beginning of that range. Otherwise, it will resolve to ""Down"".
The resolution source for this market is information from Chainlink, specifically the BTC/USD data stream available at https://data.chain.link/streams/btc-usd.
Please note that this market is about the price according to Chainlink data stream BTC/USD, not according to other sources or spot markets."
561251,Will LeBron James win the 2028 US Presidential Election?,will-lebron-james-win-the-2028-us-presidential-election,,,"[""39223330966352513418907732239455948906399882924787587183466504819170775983376"", ""50862799703982327636174441241062907649998751737045006653560124656563256528691""]","[""Yes"", ""No""]","[""0.0085"", ""0.9915""]",0x836b850fc838195374862551a36f1c8691d96ff01e58b0a071f0fc1a0e357fb1,True,False,23008933.687654,96182.849648,1161841.38807,1161841.38807,2028-11-07T00:00:00Z,0.001,5,,True,,2025-07-08T19:06:10.305398Z,2026-01-23T12:44:40.183764Z,183029,"Bitcoin Up or Down - January 24, 7:30AM-7:45AM ET",btc-updown-15m-1769257800,"This market will resolve to ""Up"" if the Bitcoin price at the end of the time range specified in the title is greater than or equal to the price at the beginning of that range. Otherwise, it will resolve to ""Down"".
The resolution source for this market is information from Chainlink, specifically the BTC/USD data stream available at https://data.chain.link/streams/btc-usd.
Please note that this market is about the price according to Chainlink data stream BTC/USD, not according to other sources or spot markets."
572494,Will Trump nominate himself as the next Fed chair?,will-trump-nominate-himself-as-the-next-fed-chair,,,"[""90861079362480308652433470464488328958002752949226213855809529654473996256176"", ""30829016600715268461259950481687650477545577824213166985040346179726649075388""]","[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",0x3d83f444f62b2afe0cb28485073cbf3617400d58813cd351cd4d242560ac47f2,True,False,22921631.136,29030,160279.92051,160279.92051,2026-12-31T00:00:00Z,0.001,5,,True,,2025-08-05T17:13:32.209843Z,2026-01-23T12:44:53.865285Z,183029,"Bitcoin Up or Down - January 24, 7:30AM-7:45AM ET",btc-updown-15m-1769257800,"This market will resolve to ""Up"" if the Bitcoin price at the end of the time range specified in the title is greater than or equal to the price at the beginning of that range. Otherwise, it will resolve to ""Down"".
The resolution source for this market is information from Chainlink, specifically the BTC/USD data stream available at https://data.chain.link/streams/btc-usd.
Please note that this market is about the price according to Chainlink data stream BTC/USD, not according to other sources or spot markets."
559671,Will Zohran Mamdani win the 2028 Democratic presidential nomination?,will-zohran-mamdani-win-the-2028-democratic-presidential-nomination-445,,,"[""19323997520040734631220675039559156784534982703459512097490198935565229528445"", ""111309365336519526711604102518316708823622751854213281307404397618571408959194""]","[""Yes"", ""No""]","[""0.0065"", ""0.9935""]",0x3535fb2f4aef6619dde8b367cb5e5d209526bb496d5d9778428c58a0252435e3,True,False,22435017.44858,263966.37599400006,452000.98657,452000.98657,2028-11-07T00:00:00Z,0.001,5,,True,,2025-07-03T20:37:13.666113Z,2026-01-23T12:44:40.985239Z,183029,"Bitcoin Up or Down - January 24, 7:30AM-7:45AM ET",btc-updown-15m-1769257800,"This market will resolve to ""Up"" if the Bitcoin price at the end of the time range specified in the title is greater than or equal to the price at the beginning of that range. Otherwise, it will resolve to ""Down"".
The resolution source for this market is information from Chainlink, specifically the BTC/USD data stream available at https://data.chain.link/streams/btc-usd.
Please note that this market is about the price according to Chainlink data stream BTC/USD, not according to other sources or spot markets."
