id,question,event_id,market_type,outcome_prices,volume,liquidity,active,closed,created_at,last_trade_price,spread
market_event_006_001,Market question 1 for event event_006,event_006,Scalar,"['0.195', '0.805']",4448765,806724,True,False,2025-03-15T13:43:24.896207,0.195,0.061
market_event_006_002,Market question 2 for event event_006,event_006,Multiple Choice,"['0.626', '0.374']",585151,286044,True,False,2025-02-23T13:43:24.896210,0.626,0.0252
market_event_006_003,Market question 3 for event event_006,event_006,Multiple Choice,"['0.197', '0.803']",1711453,256129,True,False,2025-11-02T13:43:24.896213,0.197,0.0606
market_event_006_004,Market question 4 for event event_006,event_006,Multiple Choice,"['0.883', '0.117']",3529001,774184,True,False,2025-05-26T13:43:24.896216,0.883,0.0766
market_event_006_005,Market question 5 for event event_006,event_006,Yes/No,"['0.673', '0.327']",4295691,289670,True,False,2025-08-05T13:43:24.896219,0.673,0.0346
market_event_006_006,Market question 6 for event event_006,event_006,Scalar,"['0.563', '0.437']",2728658,952533,True,False,2026-01-10T13:43:24.896222,0.563,0.0126
market_event_013_001,Market question 1 for event event_013,event_013,Yes/No,"['0.584', '0.416']",4895870,455244,True,False,2026-01-11T13:43:24.896352,0.584,0.0168
market_event_013_002,Market question 2 for event event_013,event_013,Multiple Choice,"['0.337', '0.663']",1439927,903207,True,False,2025-01-26T13:43:24.896371,0.337,0.0326
market_event_013_003,Market question 3 for event event_013,event_013,Categorical,"['0.533', '0.467']",2726709,206894,True,False,2025-08-30T13:43:24.896442,0.533,0.0066
market_event_013_004,Market question 4 for event event_013,event_013,Yes/No,"['0.401', '0.599']",2542539,239015,True,False,2025-12-30T13:43:24.896453,0.401,0.0198
market_event_013_005,Market question 5 for event event_013,event_013,Categorical,"['0.158', '0.842']",1379242,350148,True,False,2025-12-29T13:43:24.896458,0.158,0.0684
market_event_015_001,Market question 1 for event event_015,event_015,Yes/No,"['0.486', '0.514']",3414916,331213,True,False,2025-03-10T13:43:24.896479,0.486,0.0028
market_event_015_002,Market question 2 for event event_015,event_015,Categorical,"['0.254', '0.746']",3949111,952861,True,False,2025-03-21T13:43:24.896482,0.254,0.0492
market_event_015_003,Market question 3 for event event_015,event_015,Yes/No,"['0.6', '0.4']",1897427,147143,True,False,2025-02-27T13:43:24.896486,0.6,0.02
market_event_015_004,Market question 4 for event event_015,event_015,Scalar,"['0.738', '0.262']",4181006,182883,True,False,2025-03-24T13:43:24.896489,0.738,0.0476
market_event_019_001,Market question 1 for event event_019,event_019,Multiple Choice,"['0.623', '0.377']",592283,167625,True,False,2025-04-30T13:43:24.896521,0.623,0.0246
market_event_019_002,Market question 2 for event event_019,event_019,Multiple Choice,"['0.346', '0.654']",2601860,147129,True,False,2025-08-11T13:43:24.896524,0.346,0.0308
market_event_019_003,Market question 3 for event event_019,event_019,Multiple Choice,"['0.87', '0.13']",804187,481722,True,False,2025-08-26T13:43:24.896527,0.87,0.074
market_event_019_004,Market question 4 for event event_019,event_019,Categorical,"['0.664', '0.336']",2602443,763583,True,False,2025-06-04T13:43:24.896530,0.664,0.0328
